market,rank,account,name,account_value,pnl_month,roi_month,volume_month,pnl_per_volume,pnl_all_time,roi_all_time,position_count,position_notional,position_upnl,margin_used,top_position_coin,top_position_value,top_position_share,top_position_leverage,fill_count_recent,fill_count_capped_at_2000,fill_coin_count,dominant_fill_coin,dominant_fill_share,fill_notional_recent,fees_recent,fee_bps_recent,fill_start,fill_end,fill_dirs,classification,excluded,classification_reasons,data_source,not_trade_recommended
hyperliquid,52,0x9dcf1c87b82a35519a430457c1157f21e68f302d,,17874999.332342,2702875.702342,0.17814749,201379824.64,0.01342178,2702875.702342,0.17814749,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,53,0x57dd78cd36e76e2011e8f6dc25cabbaba994494b,,18341571.690131,2603562.60197,0.0659427,11345200240.550001,0.00022949,-10216924.656574,-0.18769198,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,54,0x8cc94dc843e1ea7a19805e0cca43001123512b6a,,5826220.555325,2527406.798036,0.45883527,30769743.37,0.08213935,23076447.905325,1.05487829,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,55,0xad227f63d34e7251c1d0ab65e64eeea07aee4e44,,4575350.773054,2462216.072865,1.47131494,303721738.58,0.00810682,3617898.103054,2.11388325,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,56,0x6df99d59cdada18ade521e05edd5e6a2ec91b734,,7194910.555875,2442580.128517,0.24504492,18030168.78,0.13547184,9549914.225875,0.46870346,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,57,0x007c20e5c339015c924735cf76cb092bc5d9bacc,,5941586.334886,2356579.980079,0.42263045,191887173.96,0.01228107,2021436.264886,0.2180586,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,58,0xd8c5228c515db3043dfa0c8cd6f22450ee9a99b0,,18257405.182773,2318027.765257,0.15744507,148126411.76,0.01564898,5714529.392773,0.40037687,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,59,0x3b883b85fd41b81ef23b6041248bc6ac0b1c04a7,,2565076.911358,2281686.268322,2.03944427,186533345.58,0.01223206,1116522.404696,0.40520886,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,60,0x6bb971430554e3af58fbd469bce46ab2359a2d23,,4578312.056666,2201059.621429,0.80908245,33941438.16,0.06484874,4641055.726666,1.43234417,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,61,0x06cecfbac34101ae41c88ebc2450f8602b3d164b,,3381833.220533,2199248.659211,0.67007547,7008188.07,0.31381131,14046164.940533,3.66646205,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,62,0xf02d16a272a842f8bac1d9a9e773aba1933454c6,,19712833.910976,2160627.009052,0.74839171,97638178.17,0.02212892,3218476.780976,0.1740248,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,63,0x4f7634c03ec4e87e14725c84913ade523c6fad5a,,4229390.854109,2159977.830301,0.30855087,43832164.06,0.04927838,42553169.964109,1.42437211,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,64,0xa445a0a15b1d50fa0c4bfe6796d9447e0da5329d,,13903186.864606,2150803.787442,0.33368485,1042795091.11,0.00206254,7818759.444606,0.88180586,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,65,0x7945772aa99d08bf90e91ff1e8e77d3c11c2a7e6,,222.4589,2124385.54,2.1260103,455099220.02,0.00466796,1885575.67,1.52302598,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,66,0xd67ca2c6f8bc84acf4fa4472b82a8740dc0a53ff,,3274377.693959,2119435.985936,1.47869671,404127505.51,0.00524447,2987703.313959,1.93952601,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,67,0xd3cb1823da2ff584dec3f49ef6a3eea51471e5bc,,7959927.795597,2082900.41078,0.289535,0.0,0.0,9803386.275597,2.4816945,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,68,0xdfd526409007db0d524a62dedaaba7706736d88e,,23067085.73635,2034234.325394,0.33201582,43338625.65,0.04693814,-1598451.55365,-0.03694336,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,69,0xc926ddba8b7617dbc65712f20cf8e1b58b8598d3,,12576641.45288,1987710.151105,0.44455994,5940696603.41,0.00033459,10897714.94288,0.959519,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,70,0x525232cb6ed5030d2b052b36bfc0baec96986ee3,z3ro2,7933034.014759,1982531.381198,0.96604235,93352608.12,0.02123702,-4359218.495241,-0.35405532,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,71,0xc6758a779bccee1ef0190dbe8292fdf44076795d,,2135664.753381,1967629.584977,0.82944796,29970387.01,0.06565246,4857063.033381,13.55597054,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,72,0xae6446c95cc4e455e9cf56f28757ab728d88e81e,,11008404.676988,1942699.824439,0.1828961,745912865.01,0.00260446,4824864.286988,0.42239329,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,73,0xa6ee1ed1ae80b8352603654b39f5e7b9bedd5078,,4656267.309009,1937474.081263,1.25430774,2343623618.94,0.0008267,1718719.799009,0.27049495,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,74,0x577ae91c7b74f04ddb3a5b399ded8318e9895fd2,,165.770962,1931247.756397,0.14585495,86157373.71,0.02241535,11049646.16,2.68051632,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,75,0x66f889094739dbb7d20aa60f645acd88feba75a9,,1547590.385216,1904580.889851,0.5674066,384776920.44,0.00494983,-425178.684784,-0.07118619,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,76,0x5559da6ec434c5723d0ce9c4da7f29e3f8a3d43b,,7172635.671041,1859942.778075,0.35008759,0.0,0.0,9571336.321041,3.36363847,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,77,0x49e96e255ba418d08e66c35b588e2f2f3766e1d0,,28042816.801597,1849558.167379,0.08383621,1411565194.14,0.00131029,5023152.821597,0.1603532,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,78,0xa87a233e8a7d8951ff790a2e39738086cb5f71b7,,21547690.600022,1833976.921859,1.00972076,82578.43,22.20891002,40518439.820022,1.28535315,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,79,0x350e33a777d510616fbdb483d1de3b50d1edfcfb,,4084652.473689,1825925.319542,1.43696421,355160139.04,0.00514113,15636152.153689,115.97557788,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,80,0x51f63885534cb494f4592a0311551f369bff2b39,,4165725.886402,1710394.372227,0.3020842,138930109.36,0.01231119,-1708833.273598,-0.18817249,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,81,0x7717a7a245d9f950e586822b8c9b46863ed7bd7e,,6412981.908482,1698814.60588,0.21342259,1237047663.05,0.00137328,23002877.368482,1.12726655,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,82,0x3440f23a87f1950e7a88cd248fd270e92d1132c5,,2925204.633292,1698085.003358,0.85886425,68541522.3,0.02477454,4096877.463292,0.39415533,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,83,0x2d23b731e5f04996a2dfdbe434c7d922afdb5e00,thank you JEFF,7838593.121378,1697772.159611,0.28678647,240921095.93,0.007047,20699228.051378,3.12547724,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,84,0xdf9ea6ec3b7109935ccb4fb267e15ac1fb077ab1,,3290438.474753,1661629.807927,0.33336426,15836028405.440004,0.00010493,7970234.614753,0.38814968,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,85,0x9cc53c5af67fb83a16cc41f61e242bade875ab3d,,2010589.168587,1653339.929154,0.57660915,823595591.57,0.00200747,1745282.188587,0.58316393,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,86,0xaeaab54bbf65bfd6efed7d2eb68372298e3c2416,,9100604.189142,1652218.559142,0.22182237,510670075.61,0.00323539,1652218.559142,0.22182237,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,87,0x91a9cadcd7e36cbe8ff604cb634307d7b7643f70,,4996422.172562,1633000.986549,0.91030205,2912074.47,0.56076897,1696403.172562,0.26934684,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,88,0xc7290b4b308431a985fa9e3e8a335c2f7650517c,,2204840.514419,1578940.295847,0.34087987,7990659.07,0.19759826,6279999.724419,2.15792005,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,89,0x71dfc07de32c2ebf1c4801f4b1c9e40b76d4a23d,VidaBWE,7643028.131554,1514257.096784,0.46326846,5804071.55,0.26089566,15040317.071554,2.18645833,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,90,0xebe837cd345469cbc5d6e1fd3d15ee5079ac885f,,11477177.703498,1507253.476329,0.15117548,201321524.55,0.0074868,-3533474.09,-0.18626598,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,91,0x404ca2035b37bf2e83505134ebcf8d03babb5f03,,1175732.200293,1484898.370079,1.53476236,3688069.66,0.40262211,7007898.080293,4.01061521,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,92,0x418aa6bf98a2b2bc93779f810330d88cde488888,,4900372.864367,1484460.675661,1.79072544,106273157.06,0.01396835,35555312.504367,2.53717514,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,93,0xa8cde6a19789e4d7964ce0e3da14aa29291d7275,,4812156.861469,1461028.128201,0.57509371,130088097.16,0.01123107,-4550087.582655,-0.53207316,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,94,0x6355f7cf36b24044cd5b089a845113327d0ee58e,,13933820.364303,1457417.154622,0.03695789,1228967866.28,0.00118589,7163035.544303,0.17935884,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,95,0x484bc1608211d0604bf70bae72792a56884562f8,,19083710.192591,1457346.634245,0.18223394,43209249.94,0.03372765,3995135.852591,0.20446138,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,96,0xa65ce1d604fa901c13aa29f2126a57d9032e412b,,11930927.968093,1449004.325668,0.13832445,21452450.33,0.06754493,9192084.568093,1.32121788,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,97,0x4cd80aa0ce4881eb8679eda1f6fbe3d89aec0f7f,,2181684.227966,1429535.190085,0.99832324,11918506.86,0.11994247,2084504.926132,0.64198516,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,98,0x7839e2f2c375dd2935193f2736167514efff9916,,12601018.872839,1426659.724691,0.20888712,26809434231.780006,5.321e-05,17077677.652839,2.14229757,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,99,0x1f793d9f0368c1da329cb112212d81d521e7a9b8,,3834713.936107,1417278.938851,1.33304372,1745092.7,0.81215109,4409859.486107,0.57448369,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
hyperliquid,100,0x4a96036fb1529561fa3eeeb2781fad2d4f25500e,,3004686.941754,1408404.462436,0.79013632,11913237.36,0.11822181,13849884.741754,2.77546633,0,0,0,0.0,,0.0,0.0,0.0,0,False,0,,0.0,0.0,0.0,0.0,,,{},F_detail_pending_excluded,True,top100 leaderboard row read; public position/fill detail deferred to deep-dive sessions,fresh_api:leaderboard_only_detail_pending,True
