account,account_value,classification,classification_reasons,closed_count,closed_realized_sum,current_position_cost,current_position_count,current_position_value,data_source,dominant_fill_coin,dominant_fill_share,excluded,fee_bps_recent,fees_recent,fill_coin_count,fill_count_capped_at_2000,fill_count_recent,fill_dirs,fill_end,fill_notional_recent,fill_start,join_date,largest_win,largest_win_to_pnl,margin_used,market,name,negative_risk_count_sample,not_trade_recommended,pnl_all_time,pnl_month,pnl_per_volume,position_count,position_notional,position_upnl,rank,roi_all_time,roi_month,top_closed_outcome,top_closed_realized,top_closed_share_of_positive_closed,top_closed_title,top_position_coin,top_position_leverage,top_position_share,top_position_value,trade_count,unique_event_count_sample,volume_month
0x349606c1b77f3ba668879cbc9347f15a44cf8fc4,,F_anomaly_or_unclear_excluded,does not cleanly meet A/B/C thresholds,30,7122878.071848,2059110.7668,19,0.0,fresh_api:local_sample_detail,,,True,,,,,,,,,,2026-05-14T09:10:18.569000Z,1157508.619424,3.632608,,polymarket,skk1ch,0,True,,318643.953225,0.085074,,,,11,,,Over,1157508.619424,0.162506,Senegal vs. Iraq: O/U 3.5,,,,,188,30,3745491.692678
0xa49becb692927d455924583b5e3e5788246f4c40,,B_pm_hf_mm_arb,very high trade count; broad/current position footprint; largest win still large; verify not a single-event artifact,30,5814182.102942,322704.8222,4,321448.6032,fresh_api:local_sample_detail,,,False,,,,,,,,,,2024-11-15T18:49:08.368000Z,526644.998489,1.906378,,polymarket,sleepy-panda,0,True,,276254.22588,0.25024506,,,,12,,,Yes,526644.998489,0.090579,Will Real Madrid CF win on 2026-03-17?,,,,,5432,30,1103934.802879
0x924379a79c64b77ad5816ad362122a5f6228658e,,F_anomaly_or_unclear_excluded,does not cleanly meet A/B/C thresholds,30,3637584.745795,4121386.2898,77,536467.2612,fresh_api:local_sample_detail,,,True,,,,,,,,,,2026-06-09T10:33:14.162000Z,370999.426589,1.419629,,polymarket,Kch-Temp,0,True,,261335.495052,0.2584585,,,,13,,,Under,370999.426589,0.101991,Belgium vs. IR Iran: O/U 2.5,,,,,159,77,1011131.36863
0x9f2fe025f84839ca81dd8e0338892605702d2ca8,,F_anomaly_or_unclear_excluded,does not cleanly meet A/B/C thresholds,30,13757827.870016,0.0,0,0.0,fresh_api:local_sample_detail,,,True,,,,,,,,,,2026-04-01T02:03:57.485000Z,873824.708291,3.435449,,polymarket,surfandturf,0,True,,254355.278075,0.06660843,,,,14,,,Justin Gaethje,873824.708291,0.063515,"UFC Freedom 250: Justin Gaethje vs. Ilia Topuria (Lightweight, Main Card)",,,,,379,30,3818665.145365
0x5c3a1a602848565bb16165fcd460b00c3d43020b,,B_pm_hf_mm_arb,very high trade count; broad/current position footprint; largest win still large; verify not a single-event artifact,30,4058786.381817,1571108.4581,41,19439.1611,fresh_api:local_sample_detail,,,False,,,,,,,,,,2026-01-18T17:45:10.041000Z,329669.067457,1.304056,,polymarket,Crystiano,0,True,,252802.795199,0.12712524,,,,15,,,Argentina,329669.067457,0.081224,Spread: Argentina (-1.5),,,,,1507,41,1988612.113246
0x5257aa84944804bbb0c718814ebebeeafaca3e2a,,F_anomaly_or_unclear_excluded,does not cleanly meet A/B/C thresholds,30,1909101.799525,0.0,0,0.0,fresh_api:local_sample_detail,,,True,,,,,,,,,,2026-04-28T17:56:51.840000Z,281214.278031,1.115535,,polymarket,NO-GOD-PLEASE-NO,0,True,,252089.172986,0.17444992,,,,16,,,No,281214.278031,0.147302,Will Belgium win on 2026-07-01?,,,,,168,30,1445051.851213
0x5e9458202b5817a72cf81105ec8a30e6f3705ba1,,C_pm_midfreq_selective,mid-range trade count; multiple sampled markets; not entirely single-win dominated,30,2899285.248581,0.0,0,0.0,fresh_api:local_sample_detail,,,False,,,,,,,,,,1969-12-31T19:00:00.000000Z,122222.097499,0.495093,,polymarket,,0,True,,246867.181917,0.20106214,,,,17,,,Over,122222.097499,0.042156,Chicago Cubs vs. Milwaukee Brewers: O/U 7.5,,,,,131,30,1227815.351296
0xf5fabdcdc6eb6d9765a228824f16cca9c91f62df,,F_anomaly_or_unclear_excluded,does not cleanly meet A/B/C thresholds,6,308380.553046,164017.9696,2,153089.505,fresh_api:local_sample_detail,,,True,,,,,,,,,,2026-06-02T11:33:15.135000Z,103090.160469,0.427591,,polymarket,palegrit,0,True,,241095.133826,0.1656511,,,,18,,,Jenson Brooksby,103090.160469,0.334295,Wimbledon ATP: Jenson Brooksby vs Ignacio Buse,,,,,8,6,1455439.387245
0x032eb1bc893940263ad0b01889f262fc232f2a9e,,B_pm_hf_mm_arb,very high trade count; broad/current position footprint; largest win still large; verify not a single-event artifact,30,2036182.51801,139719.9883,100,141824.5764,fresh_api:local_sample_detail,,,False,,,,,,,,,,2026-05-13T11:11:26.566000Z,210120.167465,0.900158,,polymarket,purplegatto,0,True,,233425.989469,0.12944764,,,,19,,,Yes,210120.167465,0.103193,Will South Africa win on 2026-06-24?,,,,,4995,100,1803246.362351
0xc41d736bded9ed1accd6a44235039266219774fd,,F_anomaly_or_unclear_excluded,does not cleanly meet A/B/C thresholds,30,5137838.020236,4241771.409,100,0.4814,fresh_api:local_sample_detail,,,True,,,,,,,,,,2026-04-25T03:15:52.833000Z,559590.864833,2.456399,,polymarket,0xC41D736bDed9ED1acCD6A44235039266219774fD-1777101352681,0,True,,227809.398149,0.15564402,,,,20,,,No,559590.864833,0.108916,Will Germany win on 2026-06-29?,,,,,202,100,1463656.615328
0x32b484581fc5606de9c1e43af4636b6be9bc8b21,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,0x32b484581fc5606dE9C1e43AF4636b6Be9BC8B21-1774274303653,0,True,,222829.966947,0.05008496,,,,21,,,,0.0,0.0,,,,,,0,0,4449039.328714
