account,account_value,classification,classification_reasons,closed_count,closed_realized_sum,current_position_cost,current_position_count,current_position_value,data_source,dominant_fill_coin,dominant_fill_share,excluded,fee_bps_recent,fees_recent,fill_coin_count,fill_count_capped_at_2000,fill_count_recent,fill_dirs,fill_end,fill_notional_recent,fill_start,join_date,largest_win,largest_win_to_pnl,margin_used,market,name,negative_risk_count_sample,not_trade_recommended,pnl_all_time,pnl_month,pnl_per_volume,position_count,position_notional,position_upnl,rank,roi_all_time,roi_month,top_closed_outcome,top_closed_realized,top_closed_share_of_positive_closed,top_closed_title,top_position_coin,top_position_leverage,top_position_share,top_position_value,trade_count,unique_event_count_sample,volume_month
0x2005d16a84ceefa912d4e380cd32e7ff827875ea,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,RN1,0,True,,199174.962625,0.01629697,,,,22,,,,0.0,0.0,,,,,,0,0,12221594.247055
0x28059b3fb7af7ed76d83dc9121bbb72ec7cf76ed,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,RISK-IS-NEVER-OK,0,True,,187275.1228,0.42964561,,,,23,,,,0.0,0.0,,,,,,0,0,435882.780503
0x53757615de1c42b83f893b79d4241a009dc2aeea,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,,0,True,,182376.243152,0.10556206,,,,24,,,,0.0,0.0,,,,,,0,0,1727668.530036
0xa8e089ade142c95538e06196e09c85681112ad50,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,Wannac,0,True,,179303.781153,0.13993751,,,,25,,,,0.0,0.0,,,,,,0,0,1281313.233584
0xdd882a70680633a75516f6ed5fce443e2d96dadb,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,MeiGuNiuBi,0,True,,179207.78906,0.21679439,,,,26,,,,0.0,0.0,,,,,,0,0,826625.575408
0x7d787c72c8317046fda90814a93c87fc192529a5,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,MD14,0,True,,167036.66017,0.27911747,,,,27,,,,0.0,0.0,,,,,,0,0,598445.739564
0x83255595ba1fadd2e734cb30a0fb8110301a19cc,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,Mind.The.Gap,0,True,,166921.347987,0.05645872,,,,28,,,,0.0,0.0,,,,,,0,0,2956520.039354
0x37ee3bceb4fbf028fb90d1463a4a5354da02f86f,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,0x37ee3BCEb4fBf028fb90D1463A4a5354Da02f86F-1781205947489,0,True,,143750.152679,0.00810402,,,,29,,,,0.0,0.0,,,,,,0,0,17738119.059189
0x4bff30af91642dc7d2b19a8664378fe55c45fc26,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,Sassy-Bucket,0,True,,138861.365306,0.07603263,,,,30,,,,0.0,0.0,,,,,,0,0,1826339.084219
0xc29e1cef4256f423e5a3e713d886bd25f98da2ca,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,shutitfatty,0,True,,135223.059161,0.17279394,,,,31,,,,0.0,0.0,,,,,,0,0,782568.31
0xe0ac9addc56c19e771a0524f5d172af4d7a476ff,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,quanterty,0,True,,132941.575351,0.09991268,,,,32,,,,0.0,0.0,,,,,,0,0,1330577.653325
0x37e053beabee77acc15e641dfe8e395b2b2d024e,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,ChinesePro,0,True,,132595.841114,0.11169574,,,,33,,,,0.0,0.0,,,,,,0,0,1187116.371374
0xa6a872ded6039c17a9e5c81b706c04e76fbeba32,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,eyeseethefuture,0,True,,131697.36995,0.12672112,,,,34,,,,0.0,0.0,,,,,,0,0,1039269.322001
0xa6d188fb70c2e2e9ad411c42c02379ed3020286a,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,zhuz632,0,True,,123415.251434,0.21480098,,,,35,,,,0.0,0.0,,,,,,0,0,574556.276777
0xbc43c8bfbc4d77c2fc9011adad38ba43b88996d3,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,0xBc43c8bfBC4d77c2FC9011adaD38Ba43b88996d3-1765231687816,0,True,,121436.258637,0.1363737,,,,36,,,,0.0,0.0,,,,,,0,0,890466.84631
0xfaa2b54347bd9a9f62d6e4bfb2d3180da53de80a,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,easymoney9,0,True,,121084.495247,0.3060332,,,,37,,,,0.0,0.0,,,,,,0,0,395658.034316
0xd1ed12197b7dc22dede923727e9b714024dbd7cb,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,curie,0,True,,120136.011475,0.06953458,,,,38,,,,0.0,0.0,,,,,,0,0,1727715.976898
0x9703676286b93c2eca71ca96e8757104519a69c2,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,AnonymousUsername,0,True,,116852.984732,0.03704752,,,,39,,,,0.0,0.0,,,,,,0,0,3154138.095023
0x384b622131b8897c3e431d5003c82cf7d8f07d78,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,robban888,0,True,,116638.442738,0.49,,,,40,,,,0.0,0.0,,,,,,0,0,238037.638241
0x162ca4c5249987872fea1e15c846d7fe80316c47,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,VD721lsj4938Dk388,0,True,,115624.102002,0.45314596,,,,41,,,,0.0,0.0,,,,,,0,0,255158.63
0xa40778fb8d0dba8a24a99c7d23511af263faca38,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,MrBlobby,0,True,,103282.402542,0.16090301,,,,42,,,,0.0,0.0,,,,,,0,0,641892.294794
0xcf6c5492124794394dd9eac46498a8babbe47e66,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,one8tyfive,0,True,,103178.55613,0.14654847,,,,43,,,,0.0,0.0,,,,,,0,0,704057.558386
0xe72bb501df5306c75c89383d48a1e81073fbb0a0,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,norrisfan,0,True,,101656.294228,0.10832864,,,,44,,,,0.0,0.0,,,,,,0,0,938406.435862
0x56acab44cfca2e88bb9b3406890aea7bfa0cd77e,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,dv-pm,0,True,,101560.276555,0.14171662,,,,45,,,,0.0,0.0,,,,,,0,0,716643.376109
0x85f031d069de300055900c4055c1baeb6bde3f67,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,RJW1,0,True,,99635.586395,0.3694454,,,,46,,,,0.0,0.0,,,,,,0,0,269689.614509
0x0c787cc2962ee6464414da592b892c3886e077f1,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,bbb17367162806,0,True,,99247.798809,0.25174984,,,,47,,,,0.0,0.0,,,,,,0,0,394231.824348
0x26437896ed9dfeb2f69765edcafe8fdceaab39ae,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,Latina,0,True,,95106.850326,0.376439,,,,48,,,,0.0,0.0,,,,,,0,0,252648.77
0x8fbb3c32496d4bcff8f456c3342f90edaaa09a17,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,diooson,0,True,,91677.814358,0.12984351,,,,49,,,,0.0,0.0,,,,,,0,0,706063.874429
0xbc1b1e935cf5a06f9378fe2b249338649dc29d59,,F_detail_pending_excluded,top50 leaderboard row read; per-account public detail deferred to deep-dive sessions,0,0,0,0,0,fresh_api:leaderboard_only_detail_pending,,,True,,,,,,,,,,,0.0,0.0,,polymarket,shijiebeifacai,0,True,,90942.679627,0.08667417,,,,50,,,,0.0,0.0,,,,,,0,0,1049247.776462
0x0ddf9bae2af4b874b96d287a5ad42eb47138a902,28779448.276308,D_hl_concentrated_directional,few active positions; top position dominates current notional; recent fills concentrated in one coin,,,,,,fresh_api:fresh_public_detail,ETH,1.0,False,1.902558,7596.195686,1,True,2000,"{""Close Short"": 1104, ""Open Short"": 896}",2026-06-26T03:46:23.686000+00:00,39926225.51691,2026-06-21T10:57:04.522000+00:00,,,,27436666.666666,hyperliquid,Penision Fund,,True,46540014.636308,16762611.995774,0.03825901,1,82310000.0,2693349.154357,1,1.55079422,0.50832115,,,,,ETH,3.0,1.0,82310000.0,,,438135073.2
0x7fdafde5cfb5465924316eced2d3715494c517d1,28865659.598507,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; multiple active positions; fills not fully dominated by a single coin,,,,,,fresh_api:fresh_public_detail,BTC,0.3635,False,0.099997,35.733026,9,True,2000,"{""Close Long"": 269, ""Close Short"": 113, ""Open Long"": 210, ""Open Short"": 1408}",2026-07-02T10:20:24.040000+00:00,3573403.894587,2026-07-02T08:54:51.203000+00:00,,,,8402057.167516,hyperliquid,BobbyBigSize,,True,185811349.338507,16649303.976956,0.01087456,27,87274878.871493,3460673.070497,2,3.00662712,0.43298364,,,,,BTC,20.0,0.422995,36916812.73478,,,1531033122.5
0x17c3c8fdbcb7d1b240ce08965e09b1fc91cba868,24557550.333583,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; multiple active positions; fills not fully dominated by a single coin,,,,,,fresh_api:fresh_public_detail,xyz:SPCX,0.3745,False,0.194413,59.010195,15,True,2000,"{""Buy"": 1, ""Close Long"": 680, ""Close Short"": 592, ""Open Long"": 286, ""Open Short"": 440, ""Short > Long"": 1}",2026-07-02T10:16:23.448000+00:00,3035293.644206,2026-07-01T17:30:01.367000+00:00,,,,484454.010516,hyperliquid,,,True,8615318.756246,14813429.257143,0.02952658,14,1482292.141842,-4562.855886,3,0.20430777,0.42202428,,,,,NEAR,3.0,0.348942,517233.77226,,,501698134.23
0xfc667adba8d4837586078f4fdcdc29804337ca06,70100996.381736,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; multiple active positions; fills not fully dominated by a single coin,,,,,,fresh_api:fresh_public_detail,xyz:SPCX,0.159,False,0.03475,42.853701,37,True,2000,"{""Close Long"": 450, ""Close Short"": 535, ""Open Long"": 182, ""Open Short"": 805, ""Sell"": 28}",2026-07-02T10:20:27.628000+00:00,12331969.048795,2026-07-02T08:24:23.692000+00:00,,,,1527232.176578,hyperliquid,,,True,34001022.891736,13166099.828094,0.00176694,6,20259995.51506,-557014.832545,4,0.33766661,0.14485145,,,,,ETH,20.0,0.312776,6336836.1864,,,7451356167.35
0xb83de012dba672c76a7dbbbf3e459cb59d7d6e36,91182253.131336,E_hl_high_turnover_multi_asset,active recent trading; several traded assets,,,,,,fresh_api:fresh_public_detail,xyz:GOLD,0.474,False,2.809105,633.975287,3,True,2000,"{""Buy"": 632, ""Close Short"": 1, ""Open Short"": 1360, ""Sell"": 7}",2026-07-02T02:08:56.804000+00:00,2256858.89391,2026-06-29T18:18:06.523000+00:00,,,,11293928.998432,hyperliquid,,,True,136502324.682975,12445827.745577,0.09704487,12,56946360.748006,2400722.924364,5,0.96214715,0.58942859,,,,,HYPE,5.0,0.979358,55770847.8801,,,128248179.68
0xf822fa0fd364c573fcdb7009fcf47601bc8be01a,36901853.63665,E_hl_high_turnover_multi_asset,active recent trading; several traded assets,,,,,,fresh_api:fresh_public_detail,SOL,0.7215,False,0.399991,44.988822,3,True,2000,"{""Open Short"": 2000}",2026-07-02T09:30:51.704000+00:00,1124745.23783,2026-07-02T05:26:29.042000+00:00,,,,36693621.407345,hyperliquid,,,True,12601546.78665,11598312.531395,0.0494785,5,110080864.22204,1580540.246476,6,0.43008272,0.38273813,,,,,BTC,3.0,0.415867,45778978.0582,,,234411135.94
0x87f9cd15f5050a9283b8896300f7c8cf69ece2cf,82372009.992004,F_anomaly_or_unclear_excluded,does not cleanly meet D/E thresholds or public detail incomplete,,,,,,fresh_api:fresh_public_detail,BTC,1.0,True,1.499994,15.522103,1,False,119,"{""Close Long"": 16, ""Close Short"": 12, ""Long > Short"": 38, ""Open Long"": 7, ""Open Short"": 8, ""Short > Long"": 38}",2025-06-13T18:05:58.014000+00:00,103481.09488,2025-06-13T17:42:30.169000+00:00,,,,0.0,hyperliquid,,,True,78165317.612004,11514571.831012,0.00034806,0,0,0,7,0.46965603,0.14988961,,,,,,0.0,0.0,0.0,,,33082583627.120007
0xecb63caa47c7c4e77f60f1ce858cf28dc2b82b00,92020811.835142,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; multiple active positions; fills not fully dominated by a single coin,,,,,,fresh_api:fresh_public_detail,ASTER,0.0875,False,0.366907,109.221625,97,True,2000,"{""Buy"": 132, ""Close Long"": 231, ""Close Short"": 527, ""Long > Short"": 1, ""Open Long"": 240, ""Open Short"": 775, ""Sell"": 93, ""Short > Long"": 1}",2026-07-02T10:20:30.392000+00:00,2976823.421135,2026-07-02T10:02:26.674000+00:00,,,,10656238.662238,hyperliquid,,,True,222126410.625142,10312097.344002,0.00103918,82,95886943.087154,-1366550.672084,8,2.20065113,0.09653661,,,,,ETH,15.0,0.351461,33700481.75014,,,9923329589.23
0x45d26f28196d226497130c4bac709d808fed4029,32810769.346784,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; multiple active positions; fills not fully dominated by a single coin,,,,,,fresh_api:fresh_public_detail,xyz:BRENTOIL,0.3365,False,1.5967,870.093233,6,True,2000,"{""Close Short"": 1079, ""Open Long"": 31, ""Open Short"": 420, ""Sell"": 469, ""Short > Long"": 1}",2026-06-26T13:20:40.523000+00:00,5449320.727014,2026-06-01T05:43:45.182000+00:00,,,,4590244.634631,hyperliquid,,,True,79286080.936784,9287513.671135,2.17142896,44,49804478.6569,7075751.738126,9,1.68241336,0.71126739,,,,,HYPE,10.0,0.55904,27842713.2,,,4277143.68
0x8cfac7c6f03e00db2f298699df96933a9694b6ab,9769447.006344,F_anomaly_excluded,positive PnL with zero/invalid monthly volume,,,,,,fresh_api:fresh_public_detail,@4,1.0,True,0.0,0.0,1,False,1,"{""Spot Dust Conversion"": 1}",2026-01-07T00:00:00.119000+00:00,0.888138,2026-01-07T00:00:00.119000+00:00,,,,0.0,hyperliquid,,,True,10097954.536344,9105144.993787,0.0,0,0,0,10,100979.54536344,13.7063336,,,,,,0.0,0.0,0.0,,,0.0
0xebe126adabe1a8f08d3ce53b45e7cc994ca14070,17885959.327322,F_anomaly_or_unclear_excluded,does not cleanly meet D/E thresholds or public detail incomplete,,,,,,fresh_api:fresh_public_detail,xyz:SKHX,1.0,True,0.316979,162.383474,1,True,2000,"{""Close Short"": 171, ""Open Short"": 1829}",2026-06-30T23:01:35.615000+00:00,5122844.8246,2026-06-25T00:56:55.021000+00:00,,,,0.0,hyperliquid,,,True,-379136.882678,8182320.348868,0.22337654,0,0,0,11,-0.0110972,0.77165211,,,,,,0.0,0.0,0.0,,,36630169.25
0x4e23288cee4960f9f962195c22948e4bc7ae20c3,25219464.396736,E_hl_high_turnover_multi_asset,active recent trading; several traded assets,,,,,,fresh_api:fresh_public_detail,xyz:SPCX,0.49,False,0.161435,133.446904,4,True,2000,"{""Buy"": 213, ""Close Short"": 807, ""Open Long"": 980}",2026-07-02T05:54:07.126000+00:00,8266283.18869,2026-07-01T17:37:27.273000+00:00,,,,567.865707,hyperliquid,,,True,11878918.156736,7897971.179436,0.00368133,5,6131.845214,-182.30858,12,0.88312287,0.58453803,,,,,WLD,10.0,0.526453,3228.13119,,,2145411358.87
0xfc27136e42af1732ddc9ce2605ea9bff1b959d9d,16843948.062557,D_hl_concentrated_directional,few active positions; top position dominates current notional,,,,,,fresh_api:fresh_public_detail,xyz:META,0.219,False,0.312179,145.980838,51,True,2000,"{""Close Long"": 136, ""Close Short"": 844, ""Long > Short"": 3, ""Open Long"": 469, ""Open Short"": 546, ""Short > Long"": 2}",2026-07-02T10:19:57.758000+00:00,4676190.800189,2026-07-02T07:02:16.744000+00:00,,,,216607.572664,hyperliquid,,,True,7404495.672557,7679671.92161,0.00406668,1,2166075.72664,-18473.595063,13,0.29040139,0.30533967,,,,,BTC,10.0,1.0,2166075.72664,,,1888437093.0
0xd47587702a91731dc1089b5db0932cf820151a91,56262663.995272,E_hl_high_turnover_multi_asset,active recent trading; several traded assets,,,,,,fresh_api:fresh_public_detail,HYPE,0.6815,False,0.856861,64.195461,4,True,2000,"{""Close Short"": 1884, ""Sell"": 116}",2026-07-01T22:09:39.445000+00:00,749193.2642,2026-06-30T10:40:53.248000+00:00,,,,6328505.662188,hyperliquid,,,True,87994174.304088,7572295.632394,0.03847793,12,31863604.343166,-4360097.22171,14,0.71175626,0.13883442,,,,,HYPE,5.0,0.860147,27407382.60231,,,196795795.48
0xa312114b5795dff9b8db50474dd57701aa78ad1e,24665095.424225,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; multiple active positions; fills not fully dominated by a single coin,,,,,,fresh_api:fresh_public_detail,xyz:SMH,0.267,False,1.117473,212.553957,15,True,2000,"{""Close Short"": 753, ""Open Short"": 1043, ""Sell"": 204}",2026-07-02T10:17:44.017000+00:00,1902093.936467,2026-07-01T17:26:13.820000+00:00,,,,1897772.797495,hyperliquid,,,True,97308687.404225,7568993.764223,0.02591285,14,16817487.04956,1531470.267028,15,3.38972062,0.61740997,,,,,HYPE,10.0,0.788366,13258339.73808,,,292094182.78
0x77375a8c9d13bf79afb2a87f1b0ac1dfd5f5bf66,39106256.890435,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; multiple active positions; fills not fully dominated by a single coin,,,,,,fresh_api:fresh_public_detail,CHIP,0.195,False,1.608392,1769.180307,59,True,2000,"{""Buy"": 24, ""Close Long"": 409, ""Close Short"": 917, ""Open Long"": 355, ""Open Short"": 280, ""Sell"": 13, ""Settlement"": 2}",2026-07-01T16:50:06.943000+00:00,10999681.438513,2026-04-29T20:34:23.137000+00:00,,,,3845798.14036,hyperliquid,,,True,44030732.880435,7524054.741804,0.02330717,5,29727457.0023,4575919.178862,16,12.23422683,1.63324295,,,,,LIT,5.0,0.353679,10513981.1059,,,322821475.87
0xfe7ce058edc7cfcde9ef8262ba51f8d4796ab7ae,16976595.911925,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; multiple active positions,,,,,,fresh_api:fresh_public_detail,xyz:SKHX,0.781,False,0.407238,231.019764,11,True,2000,"{""Close Long"": 8, ""Close Short"": 297, ""Open Long"": 128, ""Open Short"": 1567}",2026-07-02T10:03:59.777000+00:00,5672838.27846,2026-07-01T17:15:11.560000+00:00,,,,781560.03251,hyperliquid,,,True,6765736.351925,7220571.794741,0.0499653,5,7664707.94423,1762098.085957,17,0.23004212,0.25499015,,,,,NEAR,10.0,0.802004,6147123.6167,,,144511740.06
0xb3bd5fafb3dcb7ff0d27a6dcdb1974a2f8ac221d,66380005.7812,F_anomaly_excluded,positive PnL with zero/invalid monthly volume,,,,,,fresh_api:fresh_public_detail,,0.0,True,0.0,0.0,0,False,0,{},,0.0,,,,,0.0,hyperliquid,,,True,7162354.8812,7162354.8812,0.0,0,0,0,18,0.12094966,0.12094966,,,,,,0.0,0.0,0.0,,,0.0
0xcf90cfecf74e631feea816d02e757c0c8e895c0e,15501872.858095,D_hl_concentrated_directional,few active positions; top position dominates current notional; recent fills concentrated in one coin,,,,,,fresh_api:fresh_public_detail,BTC,0.86,False,3.188545,20276.938804,2,True,2000,"{""Close Short"": 280, ""Open Short"": 1720}",2026-06-02T13:39:37.390000+00:00,63593081.04865,2026-06-02T13:31:37.342000+00:00,,,,15024521.079247,hyperliquid,,,True,4358729.24223,7121404.113188,0.0741566,1,46670440.65727,5901512.12693,19,0.39115797,0.84976203,,,,,BTC,15.0,1.0,46670440.65727,,,96031964.02
0x32008fcb6bbd16532afc83ca8b6c920dde22c407,13933315.876565,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; fills not fully dominated by a single coin,,,,,,fresh_api:fresh_public_detail,xyz:NATGAS,0.2525,False,0.908539,1784.554681,9,True,2000,"{""Close Long"": 231, ""Open Long"": 1269, ""Open Short"": 500}",2026-07-01T20:22:58.788000+00:00,19642022.092154,2026-06-29T19:11:07.583000+00:00,,,,1949065.635659,hyperliquid,,,True,-3651326.363435,6023347.455161,0.01502522,3,30137806.36469,3767686.262865,20,-0.17074526,0.54713843,,,,,BTC,21.0,0.674448,20326377.28819,,,400882549.35
0x5b5d51203a0f9079f8aeb098a6523a13f298c060,30445357.626146,E_hl_high_turnover_multi_asset,active recent trading; several traded assets,,,,,,fresh_api:fresh_public_detail,ETH,0.987,False,2.508914,905.325232,3,True,2000,"{""Close Short"": 1940, ""Open Long"": 46, ""Open Short"": 13, ""Short > Long"": 1}",2026-07-02T09:31:37.264000+00:00,3608434.58641,2026-06-29T07:39:09.523000+00:00,,,,4363113.019057,hyperliquid,,,True,183261834.196221,5673992.745716,0.11202522,9,23586883.208907,-276505.885045,21,0.56678088,0.62998791,,,,,HYPE,5.0,0.772569,18222503.16835,,,50649244.16
0x0b8aa35c28b7c6ab18f11dc168f437a8a69fd4f8,32751470.809037,D_hl_concentrated_directional,few active positions; top position dominates current notional,,,,,,fresh_api:fresh_public_detail,HYPE,0.653,False,1.209403,340.73016,8,True,2000,"{""Buy"": 588, ""Close Long"": 7, ""Close Short"": 4, ""Open Long"": 89, ""Open Short"": 1312}",2026-06-02T09:33:04.148000+00:00,2817342.5925,2026-02-08T12:42:02.266000+00:00,,,,642882.1425,hyperliquid,,,True,3521544.029037,5199749.298032,0.00564531,1,6428821.425,-3182477.32541,22,0.0995907,0.37383462,,,,,HYPE,10.0,1.0,6428821.425,,,921073620.75
0x0ad9e656d9e6211d0ea1c5462342e1fc94cc4cbf,10179435.419858,D_hl_concentrated_directional,few active positions; top position dominates current notional,,,,,,fresh_api:fresh_public_detail,xyz:SKHX,0.58,False,0.305139,163.648474,4,True,2000,"{""Close Short"": 20, ""Long > Short"": 1, ""Open Short"": 1979}",2026-07-01T09:40:50.136000+00:00,5363087.0181,2026-07-01T09:07:57.480000+00:00,,,,1252105.42938,hyperliquid,,,True,5179438.629858,5179438.629858,0.02215679,1,7512632.57628,258182.063822,23,0.25897194,0.25897194,,,,,BTC,6.0,1.0,7512632.57628,,,233763073.2
0x9e8b1e51c642f4c8b87c6ba11c53d516a218afc4,10718409.87631,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity; fills not fully dominated by a single coin,,,,,,fresh_api:fresh_public_detail,xyz:MU,0.465,False,1.926795,3198.321951,5,True,2000,"{""Close Long"": 338, ""Close Short"": 776, ""Open Long"": 592, ""Open Short"": 293, ""Sell"": 1}",2026-07-02T07:02:57.736000+00:00,16599184.520196,2026-06-26T14:06:53.227000+00:00,,,,0.0,hyperliquid,,,True,24165483.86631,5118229.779154,0.01188413,0,0,0,24,70.08413601,1.03180583,,,,,,0.0,0.0,0.0,,,430677750.88
0x64a4fbb71858f681f3fa10a42b34180a9a48088d,21811592.511215,E_hl_high_turnover_multi_asset,many recent fills; multi-asset recent activity,,,,,,fresh_api:fresh_public_detail,@243,0.7565,False,15.885079,5085.449013,11,True,2000,"{""Buy"": 968, ""Close Long"": 11, ""Close Short"": 338, ""Open Long"": 16, ""Open Short"": 102, ""Sell"": 560, ""Spot Dust Conversion"": 5}",2026-06-04T04:25:01.131000+00:00,3201399.968756,2026-02-02T11:01:53.279000+00:00,,,,0.0,hyperliquid,,,True,2502714.161215,4849036.385878,0.01916901,0,0,0,25,0.07070158,0.37048151,,,,,,0.0,0.0,0.0,,,252962307.52
